#,Brand Name,State / Origin (HQ),Total Collab Posts (1-Yr),Total Unique Creators,Tier 1 (Toggle ON + Boosted),Tier 2 (Toggle ON + Organic),Tier 3 (Toggle OFF + Boosted),Tier 4 (Noise / Unboosted),Total High-Intent Paid Posts,High-Intent Paid %,Avg Estimated Views,Avg Creator Followers,Avg Creator ER%,Top Creator Samples
1,Palmonas,"Pan-India / Maharashtra (HQ: Pune, D2C)",143,122,11 posts (11 creators),6 posts (5 creators),59 posts (57 creators),67 posts (54 creators),76,53.1%,4970125,2284753,10.77%,"@mieshaiyer, @itusharkhanna, @girijaprabhu_official, @saumyas_world_, @ravinasharma_"
